candidate_id,status,district,has_raised_funds,incumbent_challenge,name,office,party,committees,state
H2MN07162,P,07,True,Challenger,"ABAHSAIN, JILL",House,DEMOCRATIC-FARMER-LABOR,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2MN07162'], 'committee_id': 'C00817437', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2022-06-06', 'first_file_date': '2022-06-06', 'last_f1_date': '2022-07-29', 'last_file_date': '2023-04-15', 'name': 'JILL ABAHSAIN FOR CONGRESS 2022', 'organization_type': None, 'organization_type_full': None, 'party': 'DFL', 'party_full': 'DEMOCRATIC-FARMER-LABOR', 'state': 'MN', 'treasurer_name': 'TARRANT, JENNA'}]",MN
H0MA01024,P,01,True,Challenger,"ABAIR, PETER JON",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0MA01024'], 'committee_id': 'C00353375', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2000-01-29', 'first_file_date': '2000-01-29', 'last_f1_date': '2002-07-29', 'last_file_date': '2006-09-28', 'name': 'PETER ABAIR FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MA', 'treasurer_name': 'PETER J ABAIR'}]",MA
H2MT00039,N,00,False,Open seat,"ABARR, JOHN ALLEN",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2MT00039'], 'committee_id': 'C00496802', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2011-05-25', 'first_file_date': '2011-05-25', 'last_f1_date': '2011-09-07', 'last_file_date': '2018-04-26', 'name': 'FRIENDS OF JOHN ABARR', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MT', 'treasurer_name': 'JOHN ALLEN ABARR'}]",MT
H6NJ05155,C,05,True,Challenger,"ABATE, CAMILLE M",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6NJ05155'], 'committee_id': 'C00435610', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2007-06-05', 'first_file_date': '2007-06-05', 'last_f1_date': '2007-06-05', 'last_file_date': '2008-10-30', 'name': 'ABATE FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NJ', 'treasurer_name': 'DEBORAH A PORTH'}, {'affiliated_committee_name': None, 'candidate_ids': ['H6NJ05155'], 'committee_id': 'C00422600', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2006, 2008], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2006-04-07', 'first_file_date': '2006-04-07', 'last_f1_date': '2006-04-07', 'last_file_date': '2007-04-06', 'name': 'ABATE FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NJ', 'treasurer_name': 'STANLEY DAVID GOODMAN'}]",NJ
H6AZ03245,N,03,False,Challenger,"ABATECOLA, BILL",House,REPUBLICAN PARTY,[],AZ
H2NJ12036,P,12,True,Challenger,"ABATE, FRANK G",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2NJ12036'], 'committee_id': 'C00265827', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1992, 1994, 1996, 1998], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1992-04-14', 'first_file_date': '1992-04-14', 'last_f1_date': '1992-05-11', 'last_file_date': '1997-09-11', 'name': 'ABATE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'NJ', 'treasurer_name': 'SAMUEL REIN'}]",NJ
H0IA03071,C,03,True,Challenger,"ABBAS, JEFFREY LYN",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0IA03071'], 'committee_id': 'C00244954', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1990], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1990-05-13', 'first_file_date': '1990-05-13', 'last_f1_date': '1990-05-13', 'last_file_date': '1990-11-30', 'name': 'ABBAS FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'IA', 'treasurer_name': 'JAMES S NIBLOCK'}]",IA
H8CT03042,N,03,False,Challenger,"ABBATIELLO, KRISTEN J",House,OTHER,[],CT
H0TX36039,N,,False,,"ABBEY, CHAD",House,LIBERTARIAN PARTY,[],TX
H4TX15043,C,15,True,Challenger,"ABBOTT, BONNIE",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4TX15043'], 'committee_id': 'C00287706', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1994], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1994-01-14', 'first_file_date': '1994-01-14', 'last_f1_date': '1994-01-14', 'last_file_date': '1994-07-14', 'name': 'WIN COMMITTEE FOR BONNIE ABBOTT', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'REY TORRES'}]",TX
H6SD00077,P,01,True,Challenger,"ABBOTT, JAMES W",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6SD00077'], 'committee_id': 'C00307116', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1996, 1998], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1995-10-11', 'first_file_date': '1995-10-11', 'last_f1_date': '1995-10-11', 'last_file_date': '1998-04-17', 'name': 'SOUTH DAKOTANS FOR JIM ABBOTT', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'SD', 'treasurer_name': 'DAN LOVELAND'}]",SD
H2TX18082,P,18,True,Challenger,"ABBOTT, PHILLIP J.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2TX18082'], 'committee_id': 'C00374504', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002, 2004], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2002-03-08', 'first_file_date': '2002-03-08', 'last_f1_date': '2002-03-08', 'last_file_date': '2004-06-15', 'name': 'PHILLIP ABBOTT FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'JOHNSTON L WU'}]",TX
H4KY03095,P,03,True,Challenger,"ABBOTT, RAYMOND H",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4KY03095'], 'committee_id': 'C00358283', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2000], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2000-05-25', 'first_file_date': '2000-05-25', 'last_f1_date': '2000-05-25', 'last_file_date': '2000-07-21', 'name': 'RAYMOND ABBOTT CAMPAIGN FUND', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'KY', 'treasurer_name': 'MARYE B DILLON'}, {'affiliated_committee_name': None, 'candidate_ids': ['H4KY03095'], 'committee_id': 'C00293936', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1994, 1996], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1994-05-11', 'first_file_date': '1994-05-11', 'last_f1_date': '1994-05-11', 'last_file_date': '1995-01-12', 'name': 'RAYMOND ABBOTT CAMPAIGN FUND', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'KY', 'treasurer_name': 'MARYE DILLON'}]",KY
H4MI03201,N,03,False,Challenger,"ABBOTT, RICHARD ALLEN IV",House,DEMOCRATIC PARTY,[],MI
H2IN04101,P,04,True,Challenger,"ABBOTT, WILLIAM ANTHONY",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2IN04101'], 'committee_id': 'C00378265', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002, 2004, 2006, 2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2002-06-05', 'first_file_date': '2002-06-05', 'last_f1_date': '2004-01-22', 'last_file_date': '2007-05-30', 'name': 'BILL ABBOTT FOR PRESERVING AMERICAN JOBS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IN', 'treasurer_name': 'SARAH RUTH REHMEL'}]",IN
H8NE02089,P,02,True,Challenger,"ABBOUD, CHRIS",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H8NE02089'], 'committee_id': 'C00219022', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1988, 1990, 1992, 1994, 1996], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1987-11-09', 'first_file_date': '1987-11-09', 'last_f1_date': '1987-11-09', 'last_file_date': '1996-05-15', 'name': 'CHRIS ABBOUD FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NE', 'treasurer_name': 'GEORGE E NELSON'}]",NE
H8IL16062,P,16,True,Challenger,"ABBOUD, ROBERT",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H8IL16062'], 'committee_id': 'C00437251', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2008, 2010, 2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2007-08-03', 'first_file_date': '2007-08-03', 'last_f1_date': '2007-09-19', 'last_file_date': '2011-12-14', 'name': 'CITIZENS FOR ROBERT ABBOUD', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'IL', 'treasurer_name': 'SAMUEL S MELEI'}]",IL
H6OH13224,N,13,False,Open seat,"ABBOUD, RUTH NADER",House,REPUBLICAN PARTY,[],OH
H0VA10152,N,10,False,Challenger,"ABDALLAH, UNIT89487",House,WRITE-IN,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0VA10152'], 'committee_id': 'C00691386', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2018-11-10', 'first_file_date': '2018-11-10', 'last_f1_date': '2018-11-10', 'last_file_date': '2023-06-15', 'name': 'SUPERINTELLIGENCE FOR ALL', 'organization_type': None, 'organization_type_full': None, 'party': 'NNE', 'party_full': 'NONE', 'state': 'VA', 'treasurer_name': 'ABDALLAH, TARIK'}]",VA
H2NY12197,P,12,True,Challenger,"ABDELHAMID, RANA",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2NY12197'], 'committee_id': 'C00776658', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2021-04-13', 'first_file_date': '2021-04-13', 'last_f1_date': '2021-04-13', 'last_file_date': '2023-07-14', 'name': 'RANA ABDELHAMID FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NY', 'treasurer_name': 'ABDELHAMID, RANA'}]",NY
H0NY39012,P,39,True,,"ABDELLA, JAMES",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0NY39012'], 'committee_id': 'C00128777', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1980, 1982, 1984], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1980-05-22', 'first_file_date': '1980-05-22', 'last_f1_date': '1980-07-11', 'last_file_date': '1982-06-28', 'name': 'JIM ABDELLA FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'NY', 'treasurer_name': 'KATHERINE KOTSI'}]",NY
H2MN05174,P,05,False,Challenger,"ABDIRAHMAN, SHUKRI ABDULLAHI MS.",House,REPUBLICAN PARTY,[],MN
H6SD02024,P,02,False,Incumbent,"ABDNOR, JAMES",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H6SD02024', 'S0SD00054'], 'committee_id': 'C00014407', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1978-10-30', 'first_file_date': '1976-07-07', 'last_f1_date': '1988-04-14', 'last_file_date': '2003-03-21', 'name': 'FRIENDS FOR JIM ABDNOR', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'SD', 'treasurer_name': 'JANE BOORMAN'}]",SD
H8MN05163,C,05,True,Open seat,"ABDULAHI, JAMAL MR.",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8MN05163'], 'committee_id': 'C00682351', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2018-07-09', 'first_file_date': '2018-07-09', 'last_f1_date': '2018-07-09', 'last_file_date': '2018-10-18', 'name': 'JAMAL FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DFL', 'party_full': 'DEMOCRATIC-FARM-LABOR', 'state': 'MN', 'treasurer_name': 'EDWARDS, BARRY'}]",MN
H2OH09197,N,09,False,Challenger,"ABDULLAHI, MUNIRA YASIN",House,DEMOCRATIC PARTY,[],OH
H4CA29018,N,29,False,,"ABDULLAH, MUHAMMAD",House,INDEPENDENT,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4CA29018'], 'committee_id': 'C00173450', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1984], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1983-12-12', 'first_file_date': '1983-12-12', 'last_f1_date': '1983-12-12', 'last_file_date': '1983-12-12', 'name': 'UHURU', 'organization_type': None, 'organization_type_full': None, 'party': 'IND', 'party_full': 'INDEPENDENT', 'state': 'CA', 'treasurer_name': 'AHMED HAMZA ABDULLAH'}]",CA
H0TX18136,N,18,False,Challenger,"ABDUL-RAHMAN, SOLOMON",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0TX18136'], 'committee_id': 'C00238931', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1990, 1992, 1994, 1996], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1989-10-10', 'first_file_date': '1989-10-10', 'last_f1_date': '1989-10-10', 'last_file_date': '1989-10-10', 'name': 'ABDUL-RAHMAN, SOLOMON', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'BARBARA GILLIAM'}]",TX
H0CA50129,C,50,True,Challenger,"ABED, SAM",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H0CA50129'], 'committee_id': 'C00710863', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2020, 2022], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2019-07-02', 'first_file_date': '2019-07-02', 'last_f1_date': '2019-10-14', 'last_file_date': '2022-01-07', 'name': 'SAM ABED FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'treasurer_name': 'ABED, MONA'}]",CA
H0KS02048,N,02,True,,"ABELDT, LARRY",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0KS02048'], 'committee_id': 'C00127845', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1980], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1980-05-12', 'first_file_date': '1980-05-12', 'last_f1_date': '1980-05-12', 'last_file_date': '1981-02-23', 'name': 'CONCERNED KANSAS FOR ABELDT', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'KS', 'treasurer_name': 'DAN COUP'}]",KS
H2CA09022,N,09,False,Challenger,"ABEL, HELEN R",House,PEACE AND FREEDOM,[],CA
H2ID01069,N,01,False,Challenger,"ABEL, JOHN",House,INDEPENDENT,[],ID
H8GA06377,P,06,True,Challenger,"ABEL, KEVIN",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H8GA06377'], 'committee_id': 'C00658625', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2017-10-20', 'first_file_date': '2017-10-20', 'last_f1_date': '2018-01-16', 'last_file_date': '2019-01-30', 'name': 'KEVIN ABEL FOR CONGRESS, INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'GA', 'treasurer_name': 'ABEL, CINDY'}]",GA
H2TX23033,N,23,False,,"ABELL, PARKER",House,LIBERTARIAN PARTY,[],TX
H4TX23039,N,23,False,Challenger,"ABELL, PARKER E",House,LIBERTARIAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H4TX23039'], 'committee_id': 'C00176743', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1984, 1986, 1988, 1990, 1992], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '1984-02-09', 'first_file_date': '1984-02-09', 'last_f1_date': '1984-04-06', 'last_file_date': '1992-03-25', 'name': 'ELECT PARKER ABELL', 'organization_type': None, 'organization_type_full': None, 'party': 'LIB', 'party_full': 'LIBERTARIAN PARTY', 'state': 'TX', 'treasurer_name': 'PARKER ABELL'}]",TX
H6MI09179,N,09,False,Challenger,"ABEL, MATTHEW R.",House,GREEN PARTY,[],MI
H2NY04251,N,04,False,Challenger,"ABELOVE, JASON L",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2NY04251'], 'committee_id': 'C00806679', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2022-02-25', 'first_file_date': '2022-02-25', 'last_f1_date': '2022-02-25', 'last_file_date': '2022-02-25', 'name': 'ABELOVE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NY', 'treasurer_name': 'GREENBERG, MICHAEL'}]",NY
H4TX31057,N,31,False,Challenger,"ABEL, WILLIAM",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4TX31057'], 'committee_id': 'C00838342', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2023-04-19', 'first_file_date': '2023-04-19', 'last_f1_date': '2023-05-09', 'last_file_date': '2023-07-14', 'name': 'WILLIAM ABEL COMMITTEE TO ELECT FOR US HOUSE DISTRICT. 31', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'TX', 'treasurer_name': 'ABEL, WILLIAM'}]",TX
