candidate_id,status,district,has_raised_funds,incumbent_challenge,name,office,party,committees,state
H2MA05120,N,05,True,Challenger,"ADDIVINOLA, FRANK JOHN JR",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2MA05120', 'S4MA00242'], 'committee_id': 'C00523332', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2012, 2014, 2016, 2018, 2020], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-06-18', 'first_file_date': '2012-06-18', 'last_f1_date': '2020-03-09', 'last_file_date': '2020-03-11', 'name': ' ADDIVINOLA COMMITTEE; THE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MA', 'treasurer_name': 'ANGELICA ADDIVINOLA'}]",MA
H2AR03234,P,03,True,Challenger,"ADEN, KENNETH WADE",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2AR03234'], 'committee_id': 'C00502138', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-09-14', 'first_file_date': '2011-09-14', 'last_f1_date': '2011-09-14', 'last_file_date': '2013-05-11', 'name': 'KENNETH WADE ADEN 4 CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'AR', 'treasurer_name': 'RENEA DRUSILLA EUBANKS'}]",AR
H6AL04098,C,04,True,Incumbent,"ADERHOLT, ROBERT B. REP.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'ADERHOLT MAJORITY FUND', 'candidate_ids': ['H6AL04098'], 'committee_id': 'C00313247', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1996-02-14', 'first_file_date': '1996-02-14', 'last_f1_date': '2023-07-20', 'last_file_date': '2023-07-20', 'name': 'ROBERT ADERHOLT FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'AL', 'treasurer_name': 'MOBLEY, JEFF MR.'}]",AL
H2KY04139,C,04,True,Open seat,"ADKINS, WILLIAM R. ""BILL""",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2KY04139'], 'committee_id': 'C00514018', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-02-29', 'first_file_date': '2012-02-29', 'last_f1_date': '2012-02-29', 'last_file_date': '2012-12-20', 'name': 'ADKINS FOR CONGRESSS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'KY', 'treasurer_name': 'DARRELL LINK'}]",KY
H2NJ03183,P,03,True,Challenger,"ADLER, SHELLEY",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2NJ03183'], 'committee_id': 'C00512475', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-02-13', 'first_file_date': '2012-02-13', 'last_f1_date': '2012-02-13', 'last_file_date': '2016-04-14', 'name': 'SHELLEY ADLER FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NJ', 'treasurer_name': 'PETER D NICHOLS'}]",NJ
H2MD06229,P,06,True,Challenger,"AFZALI, KATHY",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2MD06229'], 'committee_id': 'C00511360', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2012-02-01', 'first_file_date': '2012-02-01', 'last_f1_date': '2012-02-01', 'last_file_date': '2017-07-26', 'name': 'KATHY AFZALI FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MD', 'treasurer_name': 'JOHN T CORNELIUS'}]",MD
H2OH13199,P,13,True,Challenger,"AGANA, MARISHA GUZMAN",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2OH13199'], 'committee_id': 'C00507491', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-12-13', 'first_file_date': '2011-12-13', 'last_f1_date': '2012-07-12', 'last_file_date': '2014-01-02', 'name': 'DR MARISHA AGANA FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'OH', 'treasurer_name': 'YUSKEWICH, J. MATTHEW'}]",OH
H2IL17097,P,17,True,Challenger,"AGUILAR, GREGORIO MIGUEL",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2IL17097'], 'committee_id': 'C00501809', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2011-09-08', 'first_file_date': '2011-09-08', 'last_f1_date': '2011-11-07', 'last_file_date': '2015-11-12', 'name': 'GREG AGUILAR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'IL', 'treasurer_name': 'DAVID VYNCKE'}]",IL
H2CA31125,C,33,True,Incumbent,"AGUILAR, PETE",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'AGUILAR LEADERSHIP FUND', 'candidate_ids': ['H2CA31125'], 'committee_id': 'C00510461', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2012-01-24', 'first_file_date': '2012-01-24', 'last_f1_date': '2023-07-14', 'last_file_date': '2023-08-14', 'name': 'PETE AGUILAR FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'treasurer_name': 'ANGERHOLZER, LINDSAY F.'}]",CA
H2AZ03137,P,03,True,Challenger,"AGUIRRE, AMANDA",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2AZ03137'], 'committee_id': 'C00515775', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2012-03-15', 'first_file_date': '2012-03-15', 'last_f1_date': '2012-06-14', 'last_file_date': '2013-01-09', 'name': 'AMANDA AGUIRRE FOR CONGRESS D3', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'AZ', 'treasurer_name': 'MEDINA, TULY B'}]",AZ
S0HI00084,P,00,True,Challenger,"AKAKA, DANIEL KAHIKINA",Senate,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['S0HI00084'], 'committee_id': 'C00432880', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2007-03-06', 'first_file_date': '2007-03-06', 'last_f1_date': '2007-03-06', 'last_file_date': '2013-05-09', 'name': 'AKAKA IN 2012', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'HI', 'treasurer_name': 'STEVEN ARASHIRO'}, {'affiliated_committee_name': None, 'candidate_ids': ['S0HI00084'], 'committee_id': 'C00368134', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2000, 2002, 2004, 2006, 2008], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '2000-11-27', 'first_file_date': '2000-11-27', 'last_f1_date': '2006-01-25', 'last_file_date': '2007-07-24', 'name': 'AKAKA IN 2006', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'HI', 'treasurer_name': 'WAYNE J. YAMASAKI'}, {'affiliated_committee_name': None, 'candidate_ids': ['S0HI00084'], 'committee_id': 'C00301176', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [1996, 1998, 2000, 2002], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '1995-02-22', 'first_file_date': '1995-02-22', 'last_f1_date': '1995-02-22', 'last_file_date': '2001-09-14', 'name': 'AKAKA 2000', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'HI', 'treasurer_name': 'GEORGE H LUMSDEN'}, {'affiliated_committee_name': None, 'candidate_ids': ['S0HI00084'], 'committee_id': 'C00253435', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [1992, 1994, 1996, 1998], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '1991-02-14', 'first_file_date': '1991-02-14', 'last_f1_date': '1994-02-14', 'last_file_date': '1996-10-04', 'name': 'AKAKA IN 94', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'HI', 'treasurer_name': 'GEORGE H LUMSDEN'}, {'affiliated_committee_name': None, 'candidate_ids': ['H6HI02046', 'S0HI00084'], 'committee_id': 'C00054528', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994], 'designation': 'A', 'designation_full': 'Authorized by a candidate', 'filing_frequency': 'T', 'first_f1_date': '1976-05-13', 'first_file_date': '1976-05-13', 'last_f1_date': '1991-11-04', 'last_file_date': '1994-11-04', 'name': 'DANIEL K AKAKA FOR U S SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'HI', 'treasurer_name': 'GEORGE H LUMSDEN'}]",HI
H2CA02134,C,02,True,Open seat,"AKHLAGHI, BANAFSHEH",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2CA02134'], 'committee_id': 'C00503490', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-10-11', 'first_file_date': '2011-10-11', 'last_f1_date': '2011-10-11', 'last_file_date': '2012-04-18', 'name': 'BANAFSHEH AKHLAGHI FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'treasurer_name': 'A B CHRISTENSEN'}]",CA
H0MO02148,P,02,True,Challenger,"AKIN, W TODD",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0MO02148', 'S2MO00429'], 'committee_id': 'C00343475', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1999-03-05', 'first_file_date': '1999-03-05', 'last_f1_date': '2014-06-04', 'last_file_date': '2015-05-28', 'name': 'TODD AKIN FOR SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MO', 'treasurer_name': 'W. TODD AKIN'}]",MO
S2MO00429,C,00,True,Challenger,"AKIN, W TODD",Senate,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H0MO02148', 'S2MO00429'], 'committee_id': 'C00343475', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1999-03-05', 'first_file_date': '1999-03-05', 'last_f1_date': '2014-06-04', 'last_file_date': '2015-05-28', 'name': 'TODD AKIN FOR SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MO', 'treasurer_name': 'W. TODD AKIN'}]",MO
H2TX06152,P,33,True,Challenger,"ALAMEEL, DAVID DR.",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H2TX06152'], 'committee_id': 'C00507483', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-12-12', 'first_file_date': '2011-12-12', 'last_f1_date': '2013-06-28', 'last_file_date': '2015-02-04', 'name': 'DAVID ALAMEEL FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'ALAMEEL, NADYA'}]",TX
H2NY19085,C,18,True,Challenger,"ALEXANDER, MATTHEW CLIFFORD",House,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['H2NY19085'], 'committee_id': 'C00503995', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2012], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-10-14', 'first_file_date': '2011-10-14', 'last_f1_date': '2011-10-14', 'last_file_date': '2012-11-30', 'name': 'FRIENDS OF MATT ALEXANDER', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'NY', 'treasurer_name': 'BRIDGET GANNON TYLISZCZAK'}]",NY
H2LA05084,C,05,True,Incumbent,"ALEXANDER, RODNEY M. MR.",House,REPUBLICAN PARTY,"[{'affiliated_committee_name': 'ALEXANDER AND REHBERG FOR CONGRESS', 'candidate_ids': ['H2LA05084'], 'committee_id': 'C00376749', 'committee_type': 'H', 'committee_type_full': 'House', 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2002-04-23', 'first_file_date': '2002-04-23', 'last_f1_date': '2010-01-31', 'last_file_date': '2014-04-17', 'name': 'RODNEY ALEXANDER FOR CONGRESS INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'LA', 'treasurer_name': 'LISA LISKER'}]",LA
S2TX00403,P,00,True,Open seat,"ALLEN, ADDIE DAINELL",Senate,DEMOCRATIC PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['S2TX00403'], 'committee_id': 'C00509323', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2012, 2014, 2016], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'A', 'first_f1_date': '2012-01-05', 'first_file_date': '2012-01-05', 'last_f1_date': '2012-03-26', 'last_file_date': '2015-11-10', 'name': 'COMMITTEE TO ELECT ADDIE DAINELL ALLEN FOR US SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'TX', 'treasurer_name': 'SANDRA CAROL HENSON'}]",TX
S8VA00214,P,00,True,Open seat,"ALLEN, GEORGE",Senate,REPUBLICAN PARTY,"[{'affiliated_committee_name': None, 'candidate_ids': ['S8VA00214'], 'committee_id': 'C00492462', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2012, 2014], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2011-01-24', 'first_file_date': '2011-01-24', 'last_f1_date': '2012-11-15', 'last_file_date': '2013-07-26', 'name': 'GEORGE ALLEN FOR US SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'VA', 'treasurer_name': 'GARY THOMSON'}, {'affiliated_committee_name': None, 'candidate_ids': ['S8VA00214'], 'committee_id': 'C00344853', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycles': [2000, 2002, 2004, 2006, 2008], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '1999-04-19', 'first_file_date': '1999-04-19', 'last_f1_date': '2007-01-31', 'last_file_date': '2008-10-30', 'name': 'FRIENDS OF GEORGE ALLEN', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'VA', 'treasurer_name': 'RICHARD L SHARP'}]",VA
